timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:47:37.583, 0 %, 0 MiB
2022/01/04 14:47:38.628, 14 %, 1180 MiB
2022/01/04 14:47:39.649, 52 %, 6106 MiB
2022/01/04 14:47:40.666, 53 %, 9044 MiB
2022/01/04 14:47:41.683, 52 %, 12036 MiB
2022/01/04 14:47:42.698, 75 %, 13114 MiB
2022/01/04 14:47:43.713, 74 %, 13114 MiB
2022/01/04 14:47:44.728, 75 %, 13114 MiB
2022/01/04 14:47:45.744, 76 %, 13114 MiB
2022/01/04 14:47:46.760, 76 %, 13114 MiB
2022/01/04 14:47:47.774, 75 %, 13114 MiB
2022/01/04 14:47:48.790, 76 %, 13114 MiB
2022/01/04 14:47:49.806, 75 %, 13114 MiB
2022/01/04 14:47:50.821, 75 %, 13114 MiB
2022/01/04 14:47:51.837, 75 %, 13114 MiB
2022/01/04 14:47:52.854, 81 %, 13761 MiB
2022/01/04 14:47:53.871, 83 %, 14189 MiB
2022/01/04 14:47:54.932, 4 %, 1470 MiB
2022/01/04 14:47:55.946, 2 %, 1876 MiB
2022/01/04 14:47:56.959, 5 %, 1876 MiB
2022/01/04 14:47:57.973, 5 %, 1876 MiB
2022/01/04 14:47:58.986, 5 %, 1876 MiB
2022/01/04 14:47:59.999, 5 %, 1876 MiB
2022/01/04 14:48:01.012, 5 %, 1876 MiB
2022/01/04 14:48:02.025, 5 %, 1876 MiB
2022/01/04 14:48:03.038, 5 %, 1876 MiB
2022/01/04 14:48:04.051, 5 %, 1876 MiB
2022/01/04 14:48:05.067, 5 %, 1876 MiB
2022/01/04 14:48:06.081, 5 %, 1876 MiB
2022/01/04 14:48:07.095, 9 %, 0 MiB
2022/01/04 14:48:08.109, 0 %, 0 MiB
2022/01/04 14:48:09.122, 0 %, 0 MiB
2022/01/04 14:48:10.135, 0 %, 0 MiB
2022/01/04 14:48:11.149, 0 %, 0 MiB
2022/01/04 14:48:12.163, 0 %, 0 MiB
2022/01/04 14:48:13.201, 0 %, 0 MiB
2022/01/04 14:48:14.214, 0 %, 0 MiB
2022/01/04 14:48:15.228, 0 %, 0 MiB
2022/01/04 14:48:16.241, 0 %, 0 MiB
2022/01/04 14:48:17.254, 0 %, 0 MiB
2022/01/04 14:48:18.268, 0 %, 0 MiB
2022/01/04 14:48:19.283, 0 %, 0 MiB
2022/01/04 14:48:20.302, 6 %, 2096 MiB
2022/01/04 14:48:21.322, 62 %, 7301 MiB
2022/01/04 14:48:22.339, 55 %, 10763 MiB
2022/01/04 14:48:23.360, 70 %, 14207 MiB
2022/01/04 14:48:24.376, 85 %, 14987 MiB
2022/01/04 14:48:25.392, 84 %, 14987 MiB
2022/01/04 14:48:26.407, 85 %, 14987 MiB
2022/01/04 14:48:27.430, 86 %, 14987 MiB
2022/01/04 14:48:28.446, 87 %, 14987 MiB
2022/01/04 14:48:29.463, 85 %, 14987 MiB
2022/01/04 14:48:30.479, 86 %, 14987 MiB
2022/01/04 14:48:31.495, 85 %, 14987 MiB
2022/01/04 14:48:32.511, 85 %, 14987 MiB
2022/01/04 14:48:33.527, 86 %, 14987 MiB
2022/01/04 14:48:34.543, 84 %, 14987 MiB
2022/01/04 14:48:35.559, 84 %, 14987 MiB
2022/01/04 14:48:36.577, 58 %, 3733 MiB
2022/01/04 14:48:37.593, 0 %, 0 MiB
2022/01/04 14:48:38.615, 3 %, 923 MiB
2022/01/04 14:48:39.650, 45 %, 5592 MiB
2022/01/04 14:48:40.667, 56 %, 9807 MiB
2022/01/04 14:48:41.683, 55 %, 12945 MiB
2022/01/04 14:48:42.698, 78 %, 14579 MiB
2022/01/04 14:48:43.716, 86 %, 14987 MiB
2022/01/04 14:48:44.732, 85 %, 14987 MiB
2022/01/04 14:48:45.749, 84 %, 14987 MiB
2022/01/04 14:48:46.765, 85 %, 14987 MiB
2022/01/04 14:48:47.781, 87 %, 14987 MiB
2022/01/04 14:48:48.797, 86 %, 14987 MiB
2022/01/04 14:48:49.812, 84 %, 14987 MiB
2022/01/04 14:48:50.828, 85 %, 14987 MiB
2022/01/04 14:48:51.844, 85 %, 14987 MiB
2022/01/04 14:48:52.860, 85 %, 14987 MiB
2022/01/04 14:48:53.878, 75 %, 14979 MiB
2022/01/04 14:48:54.895, 24 %, 11209 MiB
2022/01/04 14:48:55.911, 59 %, 618 MiB
2022/01/04 14:48:56.926, 20 %, 2494 MiB
2022/01/04 14:48:57.941, 40 %, 7161 MiB
2022/01/04 14:48:58.957, 63 %, 10439 MiB
2022/01/04 14:48:59.970, 69 %, 13239 MiB
2022/01/04 14:49:00.986, 78 %, 14733 MiB
2022/01/04 14:49:02.000, 84 %, 14987 MiB
2022/01/04 14:49:03.015, 85 %, 14987 MiB
2022/01/04 14:49:04.031, 85 %, 14987 MiB
2022/01/04 14:49:05.047, 85 %, 14987 MiB
2022/01/04 14:49:06.063, 85 %, 14987 MiB
2022/01/04 14:49:07.079, 87 %, 14987 MiB
2022/01/04 14:49:08.095, 85 %, 14987 MiB
2022/01/04 14:49:09.111, 84 %, 14987 MiB
2022/01/04 14:49:10.128, 85 %, 14987 MiB
2022/01/04 14:49:11.144, 84 %, 14987 MiB
2022/01/04 14:49:12.161, 64 %, 13106 MiB
2022/01/04 14:49:13.176, 46 %, 7479 MiB
2022/01/04 14:49:14.214, 36 %, 1357 MiB
2022/01/04 14:49:15.229, 27 %, 3726 MiB
2022/01/04 14:49:16.246, 60 %, 8297 MiB
2022/01/04 14:49:17.260, 58 %, 11447 MiB
2022/01/04 14:49:18.277, 71 %, 13715 MiB
2022/01/04 14:49:19.293, 79 %, 14939 MiB
2022/01/04 14:49:20.309, 85 %, 14987 MiB
2022/01/04 14:49:21.325, 86 %, 14987 MiB
2022/01/04 14:49:22.341, 84 %, 14987 MiB
2022/01/04 14:49:23.357, 85 %, 14987 MiB
2022/01/04 14:49:24.373, 86 %, 14987 MiB
2022/01/04 14:49:25.389, 85 %, 14987 MiB
2022/01/04 14:49:26.405, 87 %, 14987 MiB
2022/01/04 14:49:27.422, 85 %, 14987 MiB
2022/01/04 14:49:28.438, 87 %, 14987 MiB
2022/01/04 14:49:29.454, 80 %, 13114 MiB
2022/01/04 14:49:30.506, 47 %, 9360 MiB
2022/01/04 14:49:31.521, 40 %, 4456 MiB
2022/01/04 14:49:32.536, 23 %, 2995 MiB
2022/01/04 14:49:33.552, 43 %, 6436 MiB
2022/01/04 14:49:34.567, 67 %, 10027 MiB
2022/01/04 14:49:35.584, 61 %, 12813 MiB
2022/01/04 14:49:36.599, 70 %, 14491 MiB
2022/01/04 14:49:37.614, 84 %, 14987 MiB
2022/01/04 14:49:38.629, 85 %, 14987 MiB
2022/01/04 14:49:39.644, 84 %, 14987 MiB
2022/01/04 14:49:40.661, 84 %, 14987 MiB
2022/01/04 14:49:41.678, 84 %, 14987 MiB
2022/01/04 14:49:42.694, 85 %, 14987 MiB
2022/01/04 14:49:43.711, 85 %, 14987 MiB
2022/01/04 14:49:44.728, 85 %, 14987 MiB
2022/01/04 14:49:45.744, 84 %, 14987 MiB
2022/01/04 14:49:46.760, 85 %, 14987 MiB
2022/01/04 14:49:47.777, 63 %, 13106 MiB
2022/01/04 14:49:48.793, 36 %, 7487 MiB
2022/01/04 14:49:49.810, 36 %, 2702 MiB
2022/01/04 14:49:50.855, 36 %, 4228 MiB
2022/01/04 14:49:51.870, 56 %, 8227 MiB
2022/01/04 14:49:52.885, 52 %, 11365 MiB
2022/01/04 14:49:53.899, 73 %, 13729 MiB
2022/01/04 14:49:54.913, 72 %, 14933 MiB
2022/01/04 14:49:55.930, 85 %, 14987 MiB
2022/01/04 14:49:56.946, 84 %, 14987 MiB
2022/01/04 14:49:57.963, 83 %, 14987 MiB
2022/01/04 14:49:58.978, 83 %, 14987 MiB
2022/01/04 14:49:59.995, 85 %, 14987 MiB
2022/01/04 14:50:01.011, 85 %, 14987 MiB
2022/01/04 14:50:02.027, 85 %, 14987 MiB
2022/01/04 14:50:03.044, 83 %, 14987 MiB
2022/01/04 14:50:04.060, 84 %, 14987 MiB
2022/01/04 14:50:05.077, 81 %, 13114 MiB
2022/01/04 14:50:06.093, 64 %, 11241 MiB
2022/01/04 14:50:07.110, 12 %, 5606 MiB
2022/01/04 14:50:08.125, 28 %, 1438 MiB
2022/01/04 14:50:09.138, 38 %, 5226 MiB
2022/01/04 14:50:10.154, 58 %, 9267 MiB
2022/01/04 14:50:11.168, 63 %, 12519 MiB
2022/01/04 14:50:12.182, 66 %, 14469 MiB
2022/01/04 14:50:13.197, 83 %, 14987 MiB
2022/01/04 14:50:14.212, 86 %, 14987 MiB
2022/01/04 14:50:15.227, 85 %, 14987 MiB
2022/01/04 14:50:16.243, 84 %, 14987 MiB
2022/01/04 14:50:17.260, 84 %, 14987 MiB
2022/01/04 14:50:18.276, 85 %, 14987 MiB
2022/01/04 14:50:19.292, 85 %, 14987 MiB
2022/01/04 14:50:20.308, 86 %, 14987 MiB
2022/01/04 14:50:21.323, 85 %, 14987 MiB
2022/01/04 14:50:22.340, 85 %, 14987 MiB
2022/01/04 14:50:23.356, 75 %, 14979 MiB
2022/01/04 14:50:24.379, 57 %, 7495 MiB
2022/01/04 14:50:25.421, 24 %, 498 MiB
2022/01/04 14:50:26.435, 13 %, 1861 MiB
2022/01/04 14:50:27.449, 68 %, 5011 MiB
2022/01/04 14:50:28.464, 58 %, 8717 MiB
2022/01/04 14:50:29.481, 69 %, 11609 MiB
2022/01/04 14:50:30.497, 65 %, 14205 MiB
2022/01/04 14:50:31.511, 73 %, 14987 MiB
2022/01/04 14:50:32.526, 84 %, 14987 MiB
2022/01/04 14:50:33.541, 84 %, 14987 MiB
2022/01/04 14:50:34.557, 85 %, 14987 MiB
2022/01/04 14:50:35.580, 86 %, 14987 MiB
2022/01/04 14:50:36.596, 85 %, 14987 MiB
2022/01/04 14:50:37.612, 84 %, 14987 MiB
2022/01/04 14:50:38.628, 86 %, 14987 MiB
2022/01/04 14:50:39.644, 84 %, 14987 MiB
2022/01/04 14:50:40.660, 85 %, 14987 MiB
2022/01/04 14:50:41.676, 70 %, 13106 MiB
2022/01/04 14:50:42.691, 64 %, 11241 MiB
2022/01/04 14:50:43.708, 74 %, 4859 MiB
2022/01/04 14:50:44.724, 17 %, 2043 MiB
2022/01/04 14:50:45.738, 43 %, 5044 MiB
2022/01/04 14:50:46.754, 50 %, 9453 MiB
2022/01/04 14:50:47.769, 68 %, 12197 MiB
2022/01/04 14:50:48.784, 60 %, 14405 MiB
2022/01/04 14:50:49.799, 80 %, 14987 MiB
2022/01/04 14:50:50.815, 85 %, 14987 MiB
2022/01/04 14:50:51.832, 85 %, 14987 MiB
2022/01/04 14:50:52.848, 83 %, 14987 MiB
2022/01/04 14:50:53.865, 85 %, 14987 MiB
2022/01/04 14:50:54.880, 85 %, 14987 MiB
2022/01/04 14:50:55.896, 85 %, 14987 MiB
2022/01/04 14:50:56.912, 84 %, 14987 MiB
2022/01/04 14:50:57.928, 84 %, 14987 MiB
2022/01/04 14:50:58.944, 85 %, 14987 MiB
2022/01/04 14:50:59.960, 74 %, 11241 MiB
2022/01/04 14:51:00.976, 49 %, 11233 MiB
2022/01/04 14:51:01.998, 12 %, 1868 MiB
2022/01/04 14:51:03.012, 0 %, 0 MiB
2022/01/04 14:51:04.025, 0 %, 0 MiB
2022/01/04 14:51:05.039, 0 %, 0 MiB
2022/01/04 14:51:06.052, 0 %, 0 MiB
2022/01/04 14:51:07.065, 0 %, 0 MiB
2022/01/04 14:51:08.079, 0 %, 0 MiB
2022/01/04 14:51:09.105, 0 %, 0 MiB
2022/01/04 14:51:10.119, 0 %, 0 MiB
2022/01/04 14:51:11.133, 0 %, 0 MiB
