timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:46:48.777, 5 %, 1876 MiB
2022/01/04 15:46:49.791, 5 %, 1876 MiB
2022/01/04 15:46:50.804, 5 %, 1876 MiB
2022/01/04 15:46:51.818, 5 %, 1876 MiB
2022/01/04 15:46:52.830, 5 %, 1876 MiB
2022/01/04 15:46:53.843, 5 %, 1876 MiB
2022/01/04 15:46:54.856, 5 %, 1876 MiB
2022/01/04 15:46:55.869, 5 %, 1876 MiB
2022/01/04 15:46:56.883, 5 %, 1876 MiB
2022/01/04 15:46:57.895, 5 %, 1876 MiB
2022/01/04 15:46:58.908, 49 %, 0 MiB
2022/01/04 15:46:59.921, 0 %, 0 MiB
2022/01/04 15:47:00.934, 5 %, 766 MiB
2022/01/04 15:47:01.948, 6 %, 1272 MiB
2022/01/04 15:47:02.961, 4 %, 1738 MiB
2022/01/04 15:47:03.972, 5 %, 1876 MiB
2022/01/04 15:47:04.984, 5 %, 1876 MiB
2022/01/04 15:47:05.995, 5 %, 1876 MiB
2022/01/04 15:47:07.007, 4 %, 1876 MiB
2022/01/04 15:47:08.019, 5 %, 1876 MiB
2022/01/04 15:47:09.032, 5 %, 1876 MiB
2022/01/04 15:47:10.045, 5 %, 1876 MiB
2022/01/04 15:47:11.057, 5 %, 1876 MiB
2022/01/04 15:47:12.070, 5 %, 1876 MiB
2022/01/04 15:47:13.083, 5 %, 1876 MiB
2022/01/04 15:47:14.097, 0 %, 1868 MiB
2022/01/04 15:47:15.110, 0 %, 0 MiB
2022/01/04 15:47:16.123, 3 %, 542 MiB
2022/01/04 15:47:17.136, 5 %, 1086 MiB
2022/01/04 15:47:18.149, 5 %, 1568 MiB
2022/01/04 15:47:19.162, 5 %, 1876 MiB
2022/01/04 15:47:20.175, 5 %, 1876 MiB
2022/01/04 15:47:21.187, 5 %, 1876 MiB
2022/01/04 15:47:22.200, 5 %, 1876 MiB
2022/01/04 15:47:23.212, 5 %, 1876 MiB
2022/01/04 15:47:24.257, 5 %, 1876 MiB
2022/01/04 15:47:25.282, 5 %, 1876 MiB
2022/01/04 15:47:26.297, 5 %, 1876 MiB
2022/01/04 15:47:27.310, 5 %, 1876 MiB
2022/01/04 15:47:28.323, 5 %, 1876 MiB
2022/01/04 15:47:29.336, 4 %, 1868 MiB
2022/01/04 15:47:30.349, 0 %, 0 MiB
2022/01/04 15:47:31.363, 1 %, 74 MiB
2022/01/04 15:47:32.376, 4 %, 968 MiB
2022/01/04 15:47:33.390, 4 %, 1474 MiB
2022/01/04 15:47:34.402, 3 %, 1876 MiB
2022/01/04 15:47:35.414, 5 %, 1876 MiB
2022/01/04 15:47:36.425, 5 %, 1876 MiB
2022/01/04 15:47:37.438, 5 %, 1876 MiB
2022/01/04 15:47:38.450, 5 %, 1876 MiB
2022/01/04 15:47:39.463, 5 %, 1876 MiB
2022/01/04 15:47:40.474, 5 %, 1876 MiB
2022/01/04 15:47:41.487, 5 %, 1876 MiB
2022/01/04 15:47:42.500, 5 %, 1876 MiB
2022/01/04 15:47:43.512, 5 %, 1876 MiB
2022/01/04 15:47:44.526, 5 %, 1876 MiB
2022/01/04 15:47:45.539, 0 %, 0 MiB
2022/01/04 15:47:46.604, 0 %, 0 MiB
2022/01/04 15:47:47.619, 4 %, 720 MiB
2022/01/04 15:47:48.632, 5 %, 1202 MiB
2022/01/04 15:47:49.645, 5 %, 1702 MiB
2022/01/04 15:47:50.658, 5 %, 1876 MiB
2022/01/04 15:47:51.671, 5 %, 1876 MiB
2022/01/04 15:47:52.684, 5 %, 1876 MiB
2022/01/04 15:47:53.697, 5 %, 1876 MiB
2022/01/04 15:47:54.710, 5 %, 1876 MiB
2022/01/04 15:47:55.723, 5 %, 1876 MiB
2022/01/04 15:47:56.735, 5 %, 1876 MiB
2022/01/04 15:47:57.748, 5 %, 1876 MiB
2022/01/04 15:47:58.761, 5 %, 1876 MiB
2022/01/04 15:47:59.774, 5 %, 1876 MiB
2022/01/04 15:48:00.788, 0 %, 1868 MiB
2022/01/04 15:48:01.801, 0 %, 0 MiB
2022/01/04 15:48:02.815, 0 %, 418 MiB
2022/01/04 15:48:03.828, 16 %, 1010 MiB
2022/01/04 15:48:04.841, 5 %, 1492 MiB
2022/01/04 15:48:05.853, 3 %, 1876 MiB
2022/01/04 15:48:06.866, 5 %, 1876 MiB
2022/01/04 15:48:07.879, 5 %, 1876 MiB
2022/01/04 15:48:08.892, 5 %, 1876 MiB
2022/01/04 15:48:09.905, 5 %, 1876 MiB
2022/01/04 15:48:10.918, 5 %, 1876 MiB
2022/01/04 15:48:11.929, 5 %, 1876 MiB
2022/01/04 15:48:12.942, 4 %, 1876 MiB
2022/01/04 15:48:13.955, 5 %, 1876 MiB
2022/01/04 15:48:14.968, 5 %, 1876 MiB
2022/01/04 15:48:15.981, 5 %, 1876 MiB
2022/01/04 15:48:16.994, 48 %, 0 MiB
2022/01/04 15:48:18.007, 0 %, 0 MiB
2022/01/04 15:48:19.020, 5 %, 776 MiB
2022/01/04 15:48:20.033, 4 %, 1254 MiB
2022/01/04 15:48:21.047, 5 %, 1782 MiB
2022/01/04 15:48:22.061, 5 %, 1876 MiB
2022/01/04 15:48:23.074, 5 %, 1876 MiB
2022/01/04 15:48:24.088, 5 %, 1876 MiB
2022/01/04 15:48:25.101, 4 %, 1876 MiB
2022/01/04 15:48:26.114, 5 %, 1876 MiB
2022/01/04 15:48:27.126, 5 %, 1876 MiB
2022/01/04 15:48:28.139, 5 %, 1876 MiB
2022/01/04 15:48:29.153, 5 %, 1876 MiB
2022/01/04 15:48:30.166, 5 %, 1876 MiB
2022/01/04 15:48:31.179, 5 %, 1876 MiB
2022/01/04 15:48:32.192, 0 %, 1868 MiB
2022/01/04 15:48:33.205, 0 %, 0 MiB
2022/01/04 15:48:34.218, 12 %, 598 MiB
2022/01/04 15:48:35.232, 5 %, 1128 MiB
2022/01/04 15:48:36.246, 5 %, 1638 MiB
2022/01/04 15:48:37.258, 5 %, 1876 MiB
2022/01/04 15:48:38.269, 5 %, 1876 MiB
2022/01/04 15:48:39.281, 5 %, 1876 MiB
2022/01/04 15:48:40.294, 5 %, 1876 MiB
2022/01/04 15:48:41.307, 5 %, 1876 MiB
2022/01/04 15:48:42.320, 5 %, 1876 MiB
2022/01/04 15:48:43.333, 5 %, 1876 MiB
2022/01/04 15:48:44.346, 5 %, 1876 MiB
2022/01/04 15:48:45.359, 5 %, 1876 MiB
2022/01/04 15:48:46.371, 5 %, 1876 MiB
2022/01/04 15:48:47.385, 5 %, 1876 MiB
2022/01/04 15:48:48.399, 22 %, 0 MiB
2022/01/04 15:48:49.412, 0 %, 0 MiB
2022/01/04 15:48:50.426, 5 %, 818 MiB
2022/01/04 15:48:51.439, 7 %, 1322 MiB
2022/01/04 15:48:52.453, 5 %, 1822 MiB
2022/01/04 15:48:53.466, 5 %, 1876 MiB
2022/01/04 15:48:54.480, 5 %, 1876 MiB
2022/01/04 15:48:55.495, 5 %, 1876 MiB
2022/01/04 15:48:56.508, 5 %, 1876 MiB
2022/01/04 15:48:57.522, 5 %, 1876 MiB
2022/01/04 15:48:58.534, 5 %, 1876 MiB
2022/01/04 15:48:59.548, 5 %, 1876 MiB
2022/01/04 15:49:00.561, 5 %, 1876 MiB
2022/01/04 15:49:01.574, 5 %, 1876 MiB
2022/01/04 15:49:02.586, 5 %, 1876 MiB
2022/01/04 15:49:03.715, 32 %, 0 MiB
2022/01/04 15:49:04.729, 0 %, 0 MiB
2022/01/04 15:49:05.743, 5 %, 764 MiB
2022/01/04 15:49:06.759, 4 %, 1272 MiB
2022/01/04 15:49:07.772, 4 %, 1728 MiB
2022/01/04 15:49:08.785, 5 %, 1876 MiB
2022/01/04 15:49:09.796, 5 %, 1876 MiB
2022/01/04 15:49:10.809, 5 %, 1876 MiB
2022/01/04 15:49:11.822, 5 %, 1876 MiB
2022/01/04 15:49:12.835, 5 %, 1876 MiB
2022/01/04 15:49:13.847, 5 %, 1876 MiB
2022/01/04 15:49:14.860, 5 %, 1876 MiB
2022/01/04 15:49:15.872, 5 %, 1876 MiB
2022/01/04 15:49:16.885, 5 %, 1876 MiB
2022/01/04 15:49:17.898, 5 %, 1876 MiB
2022/01/04 15:49:18.911, 2 %, 1868 MiB
2022/01/04 15:49:19.924, 0 %, 0 MiB
2022/01/04 15:49:20.937, 0 %, 0 MiB
2022/01/04 15:49:21.951, 5 %, 880 MiB
2022/01/04 15:49:22.964, 4 %, 1356 MiB
2022/01/04 15:49:23.977, 4 %, 1854 MiB
2022/01/04 15:49:24.990, 5 %, 1876 MiB
2022/01/04 15:49:26.003, 5 %, 1876 MiB
2022/01/04 15:49:27.016, 5 %, 1876 MiB
2022/01/04 15:49:28.029, 5 %, 1876 MiB
2022/01/04 15:49:29.041, 5 %, 1876 MiB
2022/01/04 15:49:30.054, 5 %, 1876 MiB
2022/01/04 15:49:31.067, 5 %, 1876 MiB
2022/01/04 15:49:32.080, 5 %, 1876 MiB
2022/01/04 15:49:33.093, 5 %, 1876 MiB
2022/01/04 15:49:34.106, 5 %, 1876 MiB
2022/01/04 15:49:35.119, 48 %, 0 MiB
2022/01/04 15:49:36.133, 0 %, 0 MiB
2022/01/04 15:49:37.146, 6 %, 800 MiB
2022/01/04 15:49:38.159, 4 %, 1300 MiB
2022/01/04 15:49:39.172, 4 %, 1806 MiB
2022/01/04 15:49:40.185, 5 %, 1876 MiB
2022/01/04 15:49:41.199, 5 %, 1876 MiB
2022/01/04 15:49:42.212, 5 %, 1876 MiB
2022/01/04 15:49:43.225, 4 %, 1876 MiB
2022/01/04 15:49:44.238, 5 %, 1876 MiB
2022/01/04 15:49:45.251, 5 %, 1876 MiB
2022/01/04 15:49:46.264, 5 %, 1876 MiB
2022/01/04 15:49:47.278, 5 %, 1876 MiB
2022/01/04 15:49:48.291, 5 %, 1876 MiB
2022/01/04 15:49:49.305, 5 %, 1876 MiB
2022/01/04 15:49:50.319, 13 %, 0 MiB
2022/01/04 15:49:51.333, 0 %, 0 MiB
2022/01/04 15:49:52.346, 5 %, 656 MiB
2022/01/04 15:49:53.359, 14 %, 1186 MiB
2022/01/04 15:49:54.373, 4 %, 1670 MiB
2022/01/04 15:49:55.386, 5 %, 1876 MiB
2022/01/04 15:49:56.399, 5 %, 1876 MiB
2022/01/04 15:49:57.412, 5 %, 1876 MiB
2022/01/04 15:49:58.425, 4 %, 1876 MiB
2022/01/04 15:49:59.439, 5 %, 1876 MiB
2022/01/04 15:50:00.452, 5 %, 1876 MiB
2022/01/04 15:50:01.465, 5 %, 1876 MiB
2022/01/04 15:50:02.478, 5 %, 1876 MiB
2022/01/04 15:50:03.491, 5 %, 1876 MiB
2022/01/04 15:50:04.504, 5 %, 1876 MiB
2022/01/04 15:50:05.517, 0 %, 1868 MiB
2022/01/04 15:50:06.531, 0 %, 0 MiB
2022/01/04 15:50:07.545, 6 %, 596 MiB
2022/01/04 15:50:08.558, 7 %, 1100 MiB
2022/01/04 15:50:09.571, 4 %, 1612 MiB
2022/01/04 15:50:10.584, 5 %, 1876 MiB
2022/01/04 15:50:11.597, 5 %, 1876 MiB
2022/01/04 15:50:12.610, 5 %, 1876 MiB
2022/01/04 15:50:13.624, 5 %, 1876 MiB
2022/01/04 15:50:14.637, 5 %, 1876 MiB
2022/01/04 15:50:15.650, 5 %, 1876 MiB
2022/01/04 15:50:16.663, 5 %, 1876 MiB
2022/01/04 15:50:17.676, 5 %, 1876 MiB
2022/01/04 15:50:18.689, 5 %, 1876 MiB
2022/01/04 15:50:19.702, 5 %, 1876 MiB
2022/01/04 15:50:20.715, 4 %, 1868 MiB
2022/01/04 15:50:21.728, 0 %, 0 MiB
2022/01/04 15:50:22.742, 0 %, 0 MiB
2022/01/04 15:50:23.756, 0 %, 15 MiB
2022/01/04 15:50:24.770, 5 %, 978 MiB
2022/01/04 15:50:25.783, 5 %, 1478 MiB
2022/01/04 15:50:26.797, 3 %, 1876 MiB
2022/01/04 15:50:27.810, 5 %, 1876 MiB
2022/01/04 15:50:28.823, 5 %, 1876 MiB
2022/01/04 15:50:29.836, 5 %, 1876 MiB
2022/01/04 15:50:30.849, 5 %, 1876 MiB
2022/01/04 15:50:31.862, 5 %, 1876 MiB
2022/01/04 15:50:32.875, 5 %, 1876 MiB
2022/01/04 15:50:33.888, 5 %, 1876 MiB
2022/01/04 15:50:34.901, 5 %, 1876 MiB
2022/01/04 15:50:35.915, 5 %, 1876 MiB
2022/01/04 15:50:36.928, 5 %, 1876 MiB
2022/01/04 15:50:37.942, 24 %, 0 MiB
2022/01/04 15:50:38.955, 0 %, 0 MiB
2022/01/04 15:50:39.969, 5 %, 798 MiB
2022/01/04 15:50:40.982, 5 %, 1310 MiB
2022/01/04 15:50:41.996, 4 %, 1792 MiB
2022/01/04 15:50:43.010, 5 %, 1876 MiB
2022/01/04 15:50:44.023, 5 %, 1876 MiB
2022/01/04 15:50:45.036, 5 %, 1876 MiB
2022/01/04 15:50:46.050, 4 %, 1876 MiB
2022/01/04 15:50:47.063, 5 %, 1876 MiB
2022/01/04 15:50:48.076, 5 %, 1876 MiB
2022/01/04 15:50:49.090, 5 %, 1876 MiB
2022/01/04 15:50:50.103, 5 %, 1876 MiB
2022/01/04 15:50:51.115, 5 %, 1876 MiB
2022/01/04 15:50:52.130, 5 %, 1876 MiB
2022/01/04 15:50:53.145, 2 %, 1868 MiB
2022/01/04 15:50:54.158, 0 %, 0 MiB
2022/01/04 15:50:55.175, 0 %, 17 MiB
2022/01/04 15:50:56.189, 5 %, 960 MiB
2022/01/04 15:50:57.202, 5 %, 1468 MiB
2022/01/04 15:50:58.216, 4 %, 1876 MiB
2022/01/04 15:50:59.230, 5 %, 1876 MiB
2022/01/04 15:51:00.243, 5 %, 1876 MiB
2022/01/04 15:51:01.256, 5 %, 1876 MiB
2022/01/04 15:51:02.269, 5 %, 1876 MiB
2022/01/04 15:51:03.283, 5 %, 1876 MiB
2022/01/04 15:51:04.296, 5 %, 1876 MiB
2022/01/04 15:51:05.309, 5 %, 1876 MiB
2022/01/04 15:51:06.322, 5 %, 1876 MiB
2022/01/04 15:51:07.335, 5 %, 1876 MiB
2022/01/04 15:51:08.348, 5 %, 1876 MiB
2022/01/04 15:51:09.361, 20 %, 0 MiB
2022/01/04 15:51:10.374, 0 %, 0 MiB
2022/01/04 15:51:11.387, 4 %, 896 MiB
2022/01/04 15:51:12.400, 5 %, 1372 MiB
2022/01/04 15:51:13.413, 14 %, 1876 MiB
2022/01/04 15:51:14.426, 5 %, 1876 MiB
2022/01/04 15:51:15.439, 5 %, 1876 MiB
2022/01/04 15:51:16.453, 5 %, 1876 MiB
2022/01/04 15:51:17.466, 5 %, 1876 MiB
2022/01/04 15:51:18.479, 5 %, 1876 MiB
2022/01/04 15:51:19.491, 5 %, 1876 MiB
2022/01/04 15:51:20.504, 5 %, 1876 MiB
2022/01/04 15:51:21.517, 5 %, 1876 MiB
2022/01/04 15:51:22.530, 5 %, 1876 MiB
2022/01/04 15:51:23.543, 5 %, 1876 MiB
2022/01/04 15:51:24.556, 45 %, 0 MiB
2022/01/04 15:51:25.569, 0 %, 0 MiB
2022/01/04 15:51:26.583, 5 %, 736 MiB
2022/01/04 15:51:27.596, 4 %, 1270 MiB
2022/01/04 15:51:28.609, 5 %, 1756 MiB
2022/01/04 15:51:29.623, 5 %, 1876 MiB
2022/01/04 15:51:30.636, 5 %, 1876 MiB
2022/01/04 15:51:31.649, 5 %, 1876 MiB
2022/01/04 15:51:32.663, 4 %, 1876 MiB
2022/01/04 15:51:33.676, 5 %, 1876 MiB
2022/01/04 15:51:34.689, 5 %, 1876 MiB
2022/01/04 15:51:35.702, 5 %, 1876 MiB
2022/01/04 15:51:36.717, 5 %, 1876 MiB
2022/01/04 15:51:37.730, 5 %, 1876 MiB
2022/01/04 15:51:38.743, 5 %, 1876 MiB
2022/01/04 15:51:39.756, 3 %, 1868 MiB
2022/01/04 15:51:40.770, 0 %, 0 MiB
2022/01/04 15:51:41.782, 2 %, 552 MiB
2022/01/04 15:51:42.796, 5 %, 1032 MiB
2022/01/04 15:51:43.809, 6 %, 1540 MiB
2022/01/04 15:51:44.822, 5 %, 1876 MiB
2022/01/04 15:51:45.836, 5 %, 1876 MiB
2022/01/04 15:51:46.849, 5 %, 1876 MiB
2022/01/04 15:51:47.862, 5 %, 1876 MiB
2022/01/04 15:51:48.875, 5 %, 1876 MiB
2022/01/04 15:51:49.888, 5 %, 1876 MiB
2022/01/04 15:51:50.902, 5 %, 1876 MiB
2022/01/04 15:51:51.915, 5 %, 1876 MiB
2022/01/04 15:51:52.928, 5 %, 1876 MiB
2022/01/04 15:51:53.941, 5 %, 1876 MiB
2022/01/04 15:51:54.954, 3 %, 1868 MiB
2022/01/04 15:51:55.968, 0 %, 0 MiB
2022/01/04 15:51:56.981, 0 %, 74 MiB
2022/01/04 15:51:57.994, 4 %, 974 MiB
2022/01/04 15:51:59.007, 4 %, 1508 MiB
2022/01/04 15:52:00.021, 4 %, 1876 MiB
2022/01/04 15:52:01.034, 5 %, 1876 MiB
2022/01/04 15:52:02.047, 5 %, 1876 MiB
2022/01/04 15:52:03.061, 5 %, 1876 MiB
2022/01/04 15:52:04.074, 5 %, 1876 MiB
2022/01/04 15:52:05.087, 5 %, 1876 MiB
2022/01/04 15:52:06.101, 5 %, 1876 MiB
2022/01/04 15:52:07.114, 5 %, 1876 MiB
2022/01/04 15:52:08.127, 5 %, 1876 MiB
2022/01/04 15:52:09.140, 5 %, 1876 MiB
2022/01/04 15:52:10.153, 5 %, 1876 MiB
2022/01/04 15:52:11.166, 0 %, 0 MiB
2022/01/04 15:52:12.180, 0 %, 0 MiB
2022/01/04 15:52:13.194, 5 %, 866 MiB
2022/01/04 15:52:14.207, 5 %, 1372 MiB
2022/01/04 15:52:15.221, 5 %, 1876 MiB
2022/01/04 15:52:16.234, 5 %, 1876 MiB
2022/01/04 15:52:17.247, 5 %, 1876 MiB
2022/01/04 15:52:18.260, 5 %, 1876 MiB
2022/01/04 15:52:19.274, 5 %, 1876 MiB
2022/01/04 15:52:20.287, 5 %, 1876 MiB
2022/01/04 15:52:21.302, 5 %, 1876 MiB
2022/01/04 15:52:22.315, 5 %, 1876 MiB
2022/01/04 15:52:23.329, 5 %, 1876 MiB
2022/01/04 15:52:24.342, 5 %, 1876 MiB
2022/01/04 15:52:25.355, 5 %, 1876 MiB
2022/01/04 15:52:26.370, 0 %, 0 MiB
2022/01/04 15:52:27.383, 0 %, 0 MiB
2022/01/04 15:52:28.397, 4 %, 758 MiB
2022/01/04 15:52:29.410, 5 %, 1262 MiB
2022/01/04 15:52:30.424, 5 %, 1784 MiB
2022/01/04 15:52:31.437, 5 %, 1876 MiB
2022/01/04 15:52:32.450, 5 %, 1876 MiB
2022/01/04 15:52:33.463, 5 %, 1876 MiB
2022/01/04 15:52:34.476, 5 %, 1876 MiB
2022/01/04 15:52:35.490, 5 %, 1876 MiB
2022/01/04 15:52:36.504, 5 %, 1876 MiB
2022/01/04 15:52:37.517, 5 %, 1876 MiB
2022/01/04 15:52:38.529, 5 %, 1876 MiB
2022/01/04 15:52:39.543, 5 %, 1876 MiB
2022/01/04 15:52:40.556, 5 %, 1876 MiB
2022/01/04 15:52:41.569, 0 %, 0 MiB
2022/01/04 15:52:42.582, 0 %, 0 MiB
2022/01/04 15:52:43.595, 10 %, 664 MiB
2022/01/04 15:52:44.609, 5 %, 1140 MiB
2022/01/04 15:52:45.622, 5 %, 1670 MiB
2022/01/04 15:52:46.636, 5 %, 1876 MiB
2022/01/04 15:52:47.649, 5 %, 1876 MiB
2022/01/04 15:52:48.662, 5 %, 1876 MiB
2022/01/04 15:52:49.675, 5 %, 1876 MiB
2022/01/04 15:52:50.688, 5 %, 1876 MiB
2022/01/04 15:52:51.701, 5 %, 1876 MiB
2022/01/04 15:52:52.714, 5 %, 1876 MiB
2022/01/04 15:52:53.728, 5 %, 1876 MiB
2022/01/04 15:52:54.741, 5 %, 1876 MiB
2022/01/04 15:52:55.754, 5 %, 1876 MiB
2022/01/04 15:52:56.767, 0 %, 1868 MiB
2022/01/04 15:52:57.780, 0 %, 0 MiB
2022/01/04 15:52:58.794, 12 %, 558 MiB
2022/01/04 15:52:59.807, 4 %, 1074 MiB
2022/01/04 15:53:00.820, 2 %, 1584 MiB
2022/01/04 15:53:01.834, 5 %, 1876 MiB
2022/01/04 15:53:02.847, 5 %, 1876 MiB
2022/01/04 15:53:03.860, 5 %, 1876 MiB
2022/01/04 15:53:04.873, 5 %, 1876 MiB
2022/01/04 15:53:05.886, 5 %, 1876 MiB
2022/01/04 15:53:06.900, 5 %, 1876 MiB
2022/01/04 15:53:07.914, 5 %, 1876 MiB
2022/01/04 15:53:08.927, 5 %, 1876 MiB
2022/01/04 15:53:09.940, 5 %, 1876 MiB
2022/01/04 15:53:10.954, 5 %, 1876 MiB
2022/01/04 15:53:11.967, 0 %, 1868 MiB
2022/01/04 15:53:12.980, 0 %, 0 MiB
2022/01/04 15:53:13.994, 14 %, 602 MiB
2022/01/04 15:53:15.008, 6 %, 1130 MiB
