timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:59:16.811, 86 %, 14987 MiB
2022/01/04 14:59:17.828, 84 %, 14987 MiB
2022/01/04 14:59:18.843, 75 %, 13114 MiB
2022/01/04 14:59:19.860, 37 %, 13074 MiB
2022/01/04 14:59:20.877, 18 %, 2575 MiB
2022/01/04 14:59:21.892, 3 %, 1659 MiB
2022/01/04 14:59:22.906, 56 %, 5736 MiB
2022/01/04 14:59:23.921, 69 %, 9555 MiB
2022/01/04 14:59:24.939, 65 %, 12501 MiB
2022/01/04 14:59:25.954, 74 %, 14613 MiB
2022/01/04 14:59:26.980, 85 %, 14987 MiB
2022/01/04 14:59:27.994, 83 %, 14987 MiB
2022/01/04 14:59:29.010, 84 %, 14987 MiB
2022/01/04 14:59:30.027, 84 %, 14987 MiB
2022/01/04 14:59:31.042, 86 %, 14987 MiB
2022/01/04 14:59:32.058, 86 %, 14987 MiB
2022/01/04 14:59:33.074, 85 %, 14987 MiB
2022/01/04 14:59:34.091, 86 %, 14987 MiB
2022/01/04 14:59:35.108, 85 %, 14987 MiB
2022/01/04 14:59:36.125, 76 %, 14979 MiB
2022/01/04 14:59:37.142, 75 %, 13114 MiB
2022/01/04 14:59:38.159, 64 %, 9933 MiB
2022/01/04 14:59:39.175, 11 %, 2817 MiB
2022/01/04 14:59:40.190, 16 %, 3105 MiB
2022/01/04 14:59:41.206, 55 %, 7299 MiB
2022/01/04 14:59:42.224, 65 %, 10327 MiB
2022/01/04 14:59:43.241, 62 %, 13081 MiB
2022/01/04 14:59:44.257, 75 %, 14727 MiB
2022/01/04 14:59:45.272, 86 %, 14987 MiB
2022/01/04 14:59:46.288, 85 %, 14987 MiB
2022/01/04 14:59:47.304, 85 %, 14987 MiB
2022/01/04 14:59:48.319, 82 %, 14987 MiB
2022/01/04 14:59:49.335, 85 %, 14987 MiB
2022/01/04 14:59:50.352, 85 %, 14987 MiB
2022/01/04 14:59:51.368, 85 %, 14987 MiB
2022/01/04 14:59:52.384, 85 %, 14987 MiB
2022/01/04 14:59:53.400, 86 %, 14987 MiB
2022/01/04 14:59:54.416, 83 %, 13114 MiB
2022/01/04 14:59:55.433, 75 %, 13114 MiB
2022/01/04 14:59:56.450, 31 %, 10105 MiB
2022/01/04 14:59:57.467, 49 %, 1122 MiB
2022/01/04 14:59:58.482, 32 %, 3701 MiB
2022/01/04 14:59:59.497, 53 %, 7825 MiB
2022/01/04 15:00:00.514, 61 %, 10711 MiB
2022/01/04 15:00:01.530, 70 %, 13367 MiB
2022/01/04 15:00:02.545, 81 %, 14939 MiB
2022/01/04 15:00:03.559, 86 %, 14987 MiB
2022/01/04 15:00:04.574, 86 %, 14987 MiB
2022/01/04 15:00:05.589, 84 %, 14987 MiB
2022/01/04 15:00:06.606, 82 %, 14987 MiB
2022/01/04 15:00:07.623, 85 %, 14987 MiB
2022/01/04 15:00:08.639, 85 %, 14987 MiB
2022/01/04 15:00:09.655, 84 %, 14987 MiB
2022/01/04 15:00:10.672, 84 %, 14987 MiB
2022/01/04 15:00:11.688, 84 %, 14987 MiB
2022/01/04 15:00:12.704, 75 %, 13114 MiB
2022/01/04 15:00:13.726, 59 %, 11237 MiB
2022/01/04 15:00:14.745, 38 %, 6431 MiB
2022/01/04 15:00:15.763, 13 %, 1885 MiB
2022/01/04 15:00:16.777, 15 %, 2821 MiB
2022/01/04 15:00:17.790, 19 %, 3459 MiB
2022/01/04 15:00:18.803, 31 %, 3749 MiB
2022/01/04 15:00:19.817, 33 %, 3749 MiB
2022/01/04 15:00:20.831, 28 %, 3749 MiB
2022/01/04 15:00:21.844, 28 %, 3749 MiB
2022/01/04 15:00:22.858, 29 %, 3749 MiB
2022/01/04 15:00:23.871, 33 %, 3749 MiB
2022/01/04 15:00:24.885, 32 %, 3749 MiB
2022/01/04 15:00:25.898, 32 %, 3749 MiB
2022/01/04 15:00:26.912, 29 %, 3749 MiB
2022/01/04 15:00:27.925, 33 %, 3749 MiB
2022/01/04 15:00:28.939, 27 %, 3749 MiB
2022/01/04 15:00:29.952, 34 %, 1876 MiB
2022/01/04 15:00:30.991, 0 %, 0 MiB
2022/01/04 15:00:32.007, 0 %, 0 MiB
2022/01/04 15:00:33.020, 0 %, 0 MiB
2022/01/04 15:00:34.033, 0 %, 0 MiB
2022/01/04 15:00:35.140, 0 %, 0 MiB
2022/01/04 15:00:36.154, 0 %, 0 MiB
2022/01/04 15:00:37.167, 0 %, 0 MiB
2022/01/04 15:00:38.181, 0 %, 0 MiB
2022/01/04 15:00:39.195, 0 %, 0 MiB
2022/01/04 15:00:40.208, 0 %, 0 MiB
2022/01/04 15:00:41.221, 0 %, 0 MiB
2022/01/04 15:00:42.234, 0 %, 0 MiB
2022/01/04 15:00:43.248, 0 %, 0 MiB
2022/01/04 15:00:44.262, 0 %, 0 MiB
